0.000000 0.000000 0.000000
100.000000 46.650920 0.100875
200.000000 58.048455 0.111193
300.000000 65.105201 0.004624
400.000000 69.066544 0.031855
500.000000 74.441908 0.028711
600.000000 77.006232 -0.021272
700.000000 79.446887 0.035137
800.000000 83.741304 0.018905
900.000000 84.302344 -0.023515
1000.000000 84.136463 -0.060259
1100.000000 81.845396 -0.061480
1200.000000 81.519602 -0.028782
1300.000000 80.632713 -0.061705
1400.000000 78.956932 -0.050493
1500.000000 79.409047 0.008019
1600.000000 80.753837 -0.035787
1700.000000 80.963725 -0.008362
1800.000000 82.335991 0.001700
1900.000000 83.871493 -0.059772
2000.000000 82.995378 -0.035629
2100.000000 82.310527 -0.024512
2200.000000 80.394476 -0.065021
2300.000000 77.799232 -0.045086
2400.000000 78.695104 0.001174
2500.000000 79.340330 -0.036312
2600.000000 80.747139 0.036000
2700.000000 82.118358 -0.016059
2800.000000 80.600876 -0.039008
2900.000000 78.867857 0.015932
3000.000000 81.640311 -0.015497
3100.000000 80.940952 -0.056958
3200.000000 78.924022 -0.038696
3300.000000 78.592579 -0.079632
3400.000000 78.221987 -0.044144
3500.000000 79.459607 -0.009333
3600.000000 79.053248 -0.009976
3700.000000 75.050044 -0.079550
3800.000000 73.074923 -0.047944
3900.000000 72.842654 -0.032309
4000.000000 74.592367 0.025505
4100.000000 77.824871 0.024240
4200.000000 79.353253 -0.081219
4300.000000 76.964624 -0.054868
4400.000000 75.928662 -0.031978
4500.000000 73.469837 -0.043465
4600.000000 71.893016 -0.062495
4700.000000 72.032227 -0.008372
4800.000000 70.422909 -0.021874
4900.000000 69.832036 -0.036055
5000.000000 72.567079 0.011504
5100.000000 75.825032 -0.023747
5200.000000 70.954105 -0.081414
5300.000000 68.761618 -0.022365
5400.000000 69.340881 -0.002124
5500.000000 68.897672 -0.019180
5600.000000 69.227344 0.048550
5700.000000 72.548057 0.020672
5800.000000 74.070237 0.027436
5900.000000 74.181459 -0.041057
6000.000000 73.279702 -0.041020
6100.000000 72.374463 -0.020831
6200.000000 71.454378 0.006375
6300.000000 74.551520 0.001727
6400.000000 76.701733 0.025455
6500.000000 76.672946 -0.030824
6600.000000 77.514165 0.035186
6700.000000 79.291787 -0.054066
6800.000000 79.901785 -0.036052
6900.000000 80.363104 -0.035085
